20.91,15.5473
20.93,11.4716
20.96,12.7825
20.99,13.2006
21.01,13.4008
21.03,13.3352
21.07,14.3112
21.08,12.9306
21.11,12.0743
21.13,12.6677
21.16,12.6317
21.18,13.421
21.21,11.9931
21.24,12.6269
21.26,11.2386
21.28,13.4149
21.31,14.8766
21.33,14.4176
21.36,15.427
21.38,3.86273
21.4,6.01071
21.44,14.8934
21.46,13.77
21.47,7.83672
21.5,2.47728
21.52,3.01995
21.55,2.46143
21.57,2.78731
21.6,2.44257
21.63,2.14344
21.65,2.78619
21.67,2.47707
21.7,2.31728
21.72,2.04957
21.75,2.22466
21.77,2.23416
21.8,5.05199
21.83,3.43635
21.85,2.24471
21.88,2.51744
21.9,2.74296
21.92,3.16473
21.95,2.59301
21.97,3.00563
22,2.95039
22.02,2.81287
22.05,2.63533
22.07,2.42832
22.1,2.25351
22.13,2.08414
22.15,2.58868
22.17,2.65251
22.2,2.8714
22.22,2.48943
22.25,5.51553
22.27,3.59768
22.3,6.19837
22.33,5.74105
22.35,2.5694
22.38,5.28296
22.4,2.75204
22.42,2.51458
22.45,3.89919
22.47,2.60858
22.5,2.39941
22.52,2.9594
22.56,3.5064
22.57,3.10167
22.6,2.33962
22.63,3.01604
22.65,2.36232
22.67,3.06353
22.7,3.05746
22.72,3.19337
22.75,5.94974
22.77,2.84549
22.8,3.31671
22.83,4.37369
22.85,3.00507
22.87,2.78598
22.9,9.22245
22.92,2.83473
22.95,2.84765
22.97,2.92937
23.01,2.92245
23.02,2.3126
23.06,7.89029
23.07,2.70238
23.1,3.53231
23.13,2.76978
23.15,2.63282
23.17,2.10091
23.21,2.91728
23.22,3.79631
23.25,3.5534
23.27,2.29185
23.3,2.53315
23.32,2.14491
23.35,3.44459
23.37,2.39899
23.41,3.63365
23.42,2.33508
23.45,7.45259
23.48,2.77502
23.5,7.05477
23.52,3.07024
23.55,3.49278
23.57,2.75839
23.6,2.39333
23.62,3.98509
23.66,4.58573
23.67,2.63533
23.71,3.10369
23.72,2.35869
23.75,2.81224
23.77,2.93041
23.8,2.63142
23.82,2.66334
23.85,2.19938
23.87,3.05927
23.9,2.87475
23.92,2.71789
23.95,2.46366
23.97,2.66662
24,2.60006
24.02,2.78906
24.05,2.5143
24.07,2.34766
24.1,2.27642
24.12,2.72739
24.15,2.43265
24.17,2.58805
24.2,2.83459
24.22,2.81308
24.25,2.76147
24.28,2.68143
24.3,2.39969
24.32,3.36315
24.35,2.72466
24.37,2.80225
24.4,3.60494
24.43,3.7799
24.45,2.75888
24.47,2.81294
24.5,2.68737
24.52,3.20315
24.56,2.64162
24.57,2.53777
24.6,3.20182
24.63,3.21432
24.65,2.62199
24.67,2.87936
24.7,3.33214
24.72,2.91163
24.75,2.90842
24.77,2.59078
24.8,3.12416
24.83,2.77816
24.85,3.18045
24.87,2.86756
24.9,2.59287
24.92,8.20639
24.95,2.59985
24.97,2.55872
25,2.85366
25.02,3.15007
25.06,3.18666
25.07,3.29352
25.1,3.12402
25.13,3.33054
25.15,3.27005
25.17,2.27851
25.2,2.87531
25.22,3.15419
25.25,3.01828
25.27,2.60453
25.3,3.48328
25.33,3.19993
25.35,2.9499
25.37,2.73374
25.41,5.86726
25.42,3.3172
25.45,3.41141
25.47,3.11172
25.5,2.89647
25.53,9.00922
25.55,3.30337
25.57,3.90959
25.6,3.3994
25.62,3.54341
25.66,3.785
25.67,3.02226
25.7,2.45975
25.72,3.0599
25.75,3.92524
25.77,3.14378
25.8,3.94109
25.82,3.89618
25.86,2.60565
25.87,3.10802
25.9,3.21453
25.93,3.17284
25.95,3.55375
25.97,3.45988
26,3.20943
26.02,3.27676
26.05,2.49831
26.08,2.82139
26.1,3.70335
26.12,2.69833
26.15,3.47867
26.17,3.21572
26.2,2.63233
26.22,2.73353
26.25,2.57143
26.27,3.22096
26.3,3.03762
26.32,3.64776
26.35,2.72326
26.37,2.587
26.41,3.31587
26.42,2.82879
26.45,3.17661
26.48,2.9286
26.5,3.3114
26.52,4.04991
26.55,3.76167
26.57,3.03818
26.6,3.31867
26.62,2.96135
26.65,2.85925
26.67,3.40841
26.7,8.78405
26.72,3.41407
26.75,3.30973
26.77,4.02958
26.8,3.14553
26.82,3.93083
26.85,6.06665
26.87,10.0008
26.91,7.43904
26.92,6.54549
26.95,3.38103
26.98,3.69797
27,3.53119
27.02,3.38285
27.06,4.74204
27.07,4.36908
27.1,3.46442
27.12,3.50354
27.15,3.2901
27.17,2.98615
27.2,6.30607
27.22,3.07408
27.26,2.9705
27.27,3.28814
27.3,3.11165
27.32,2.91861
27.35,3.65795
27.37,8.12984
27.41,2.39382
27.42,2.4212
27.45,3.10879
27.47,3.49669
27.5,4.6898
27.52,3.12038
27.55,3.65209
27.57,4.09537
27.61,3.02163
27.62,2.84793
27.65,4.90707
27.67,3.58232
27.7,7.66847
27.72,3.96735
27.75,3.48258
27.77,2.51472
27.8,2.73067
27.83,2.75022
27.85,2.98685
27.87,3.39856
27.9,5.09544
27.92,2.8149
27.95,2.92441
27.97,2.34968
28,3.4492
28.02,2.66131
28.05,2.41743
28.07,2.82845
28.11,5.56652
28.12,2.59678
28.15,2.91372
28.17,2.71202
28.2,3.94109
28.22,3.78185
28.25,2.28424
28.27,2.41862
28.3,5.98857
28.33,2.98468
28.35,2.54049
28.37,2.28557
28.4,2.39249
28.42,2.24038
28.45,3.1947
28.47,2.40018
28.5,2.49579
28.53,3.08449
28.55,3.13882
28.57,5.15655
28.6,2.64811
28.62,2.82991
28.65,3.12073
28.67,2.87175
28.71,2.8561
28.72,2.72725
28.75,2.05104
28.77,2.46499
28.8,3.20419
28.82,7.60107
28.85,2.60286
28.87,5.05081
28.9,5.46937
28.92,5.32242
28.95,5.84882
28.98,6.14257
29,6.33219
29.02,2.90094
29.05,2.95465
29.07,5.18371
29.11,5.57923
29.12,4.30071
29.15,5.85063
29.18,2.81944
29.2,2.7716
29.22,3.59377
29.25,4.73854
29.27,4.24749
29.3,3.49879
29.32,3.58839
29.35,3.65747
29.37,3.65349
29.4,6.74845
29.43,3.26342
29.45,3.82229
29.47,3.12499
29.5,7.16547
29.52,2.30729
29.55,3.36944
29.57,2.60474
29.61,2.83627
29.62,2.48022
29.65,2.52561
29.67,2.77676
29.7,2.83704
29.72,4.01596
29.75,3.56702
29.77,3.26901
29.81,2.7137
29.82,2.80945
29.85,2.7086
29.87,2.63827
29.9,3.54691
29.92,3.568
29.95,5.01519
29.97,3.11892
30.01,3.56514
30.02,4.2704
30.05,6.50973
30.08,2.91393
30.1,5.04138
30.12,4.16291
30.16,3.12192
30.17,4.07156
30.2,2.75532
30.23,3.20168
30.25,3.35847
30.27,3.60732
30.3,8.08158
30.32,2.79325
30.36,3.43698
30.37,3.08169
30.4,3.29995
30.43,2.89284
30.45,3.03462
30.47,3.09168
30.5,3.37614
30.52,3.1375
30.55,3.30058
30.58,6.62797
30.6,3.27271
30.62,2.84793
30.65,3.12883
30.67,3.07778
30.7,3.51038
30.72,3.3598
30.75,4.25734
30.77,3.2748
30.81,3.98111
30.82,3.34807
